11/03/21 	 17:24:59 	 2:+23.270C
11/03/21 	 17:25:02 	 2:+23.265C
11/03/21 	 17:25:05 	 2:+23.263C
11/03/21 	 17:25:08 	 2:+23.259C
11/03/21 	 17:25:11 	 2:+23.265C
11/03/21 	 17:25:14 	 2:+23.259C
11/03/21 	 17:25:17 	 2:+23.255C
11/03/21 	 17:25:20 	 2:+23.264C
11/03/21 	 17:25:23 	 2:+23.265C
11/03/21 	 17:25:26 	 2:+23.257C
11/03/21 	 17:25:30 	 2:+23.251C
11/03/21 	 17:25:33 	 2:+23.267C
11/03/21 	 17:25:36 	 2:+23.241C
11/03/21 	 17:25:39 	 2:+23.238C
11/03/21 	 17:25:42 	 2:+23.244C
11/03/21 	 17:25:45 	 2:+23.242C
11/03/21 	 17:25:48 	 2:+23.235C
11/03/21 	 17:25:51 	 2:+23.251C
11/03/21 	 17:25:54 	 2:+23.257C
11/03/21 	 17:25:57 	 2:+23.243C
11/03/21 	 17:26:00 	 2:+23.255C
11/03/21 	 17:26:03 	 2:+23.239C
11/03/21 	 17:26:07 	 2:+23.245C
11/03/21 	 17:26:10 	 2:+23.238C
11/03/21 	 17:26:13 	 2:+23.246C
11/03/21 	 17:26:16 	 2:+23.216C
11/03/21 	 17:26:19 	 2:+23.207C
11/03/21 	 17:26:22 	 2:+23.208C
11/03/21 	 17:26:25 	 2:+23.213C
11/03/21 	 17:26:28 	 2:+23.217C
11/03/21 	 17:26:31 	 2:+23.204C
11/03/21 	 17:26:34 	 2:+23.203C
11/03/21 	 17:26:37 	 2:+23.192C
11/03/21 	 17:26:40 	 2:+23.203C
11/03/21 	 17:26:44 	 2:+23.208C
11/03/21 	 17:26:47 	 2:+23.195C
11/03/21 	 17:26:50 	 2:+23.210C
11/03/21 	 17:26:53 	 2:+23.202C
11/03/21 	 17:26:56 	 2:+23.213C
11/03/21 	 17:26:59 	 2:+23.200C
11/03/21 	 17:27:02 	 2:+23.221C
11/03/21 	 17:27:05 	 2:+23.209C
11/03/21 	 17:27:08 	 2:+23.196C
11/03/21 	 17:27:11 	 2:+23.179C
11/03/21 	 17:27:14 	 2:+23.202C
11/03/21 	 17:27:21 	 2:+23.191C
11/03/21 	 17:27:24 	 2:+23.184C
11/03/21 	 17:27:27 	 2:+23.191C
11/03/21 	 17:27:30 	 2:+23.202C
11/03/21 	 17:27:33 	 2:+23.179C
11/03/21 	 17:27:36 	 2:+23.178C
11/03/21 	 17:27:39 	 2:+23.177C
11/03/21 	 17:27:42 	 2:+23.183C
11/03/21 	 17:27:45 	 2:+23.185C
11/03/21 	 17:27:48 	 2:+23.185C
11/03/21 	 17:27:51 	 2:+23.191C
11/03/21 	 17:27:55 	 2:+23.181C
11/03/21 	 17:27:58 	 2:+23.206C
11/03/21 	 17:28:01 	 2:+23.224C
11/03/21 	 17:28:04 	 2:+23.225C
11/03/21 	 17:28:07 	 2:+23.214C
11/03/21 	 17:28:10 	 2:+23.199C
11/03/21 	 17:28:13 	 2:+23.213C
11/03/21 	 17:28:16 	 2:+23.194C
11/03/21 	 17:28:19 	 2:+23.211C
11/03/21 	 17:28:22 	 2:+23.204C
11/03/21 	 17:28:25 	 2:+23.204C
11/03/21 	 17:28:28 	 2:+23.188C
11/03/21 	 17:28:32 	 2:+23.176C
11/03/21 	 17:28:35 	 2:+23.195C
11/03/21 	 17:28:38 	 2:+23.182C
11/03/21 	 17:28:41 	 2:+23.197C
11/03/21 	 17:28:44 	 2:+23.179C
11/03/21 	 17:28:47 	 2:+23.180C
11/03/21 	 17:28:50 	 2:+23.200C
11/03/21 	 17:28:53 	 2:+23.193C
11/03/21 	 17:28:56 	 2:+23.189C
11/03/21 	 17:28:59 	 2:+23.179C
11/03/21 	 17:29:02 	 2:+23.172C
11/03/21 	 17:29:06 	 2:+23.171C
11/03/21 	 17:29:09 	 2:+23.175C
11/03/21 	 17:29:12 	 2:+23.177C
11/03/21 	 17:29:15 	 2:+23.182C
11/03/21 	 17:29:18 	 2:+23.173C
11/03/21 	 17:29:21 	 2:+23.174C
11/03/21 	 17:29:24 	 2:+23.162C
11/03/21 	 17:29:27 	 2:+23.152C
11/03/21 	 17:29:30 	 2:+23.153C
11/03/21 	 17:29:33 	 2:+23.167C
11/03/21 	 17:29:36 	 2:+23.145C
11/03/21 	 17:29:39 	 2:+23.158C
11/03/21 	 17:29:43 	 2:+23.149C
11/03/21 	 17:29:46 	 2:+23.150C
11/03/21 	 17:29:49 	 2:+23.156C
11/03/21 	 17:29:52 	 2:+23.141C
11/03/21 	 17:29:55 	 2:+23.156C
11/03/21 	 17:29:58 	 2:+23.161C
11/03/21 	 17:30:01 	 2:+23.147C
11/03/21 	 17:30:04 	 2:+23.130C
11/03/21 	 17:30:07 	 2:+23.132C
11/03/21 	 17:30:10 	 2:+23.147C
11/03/21 	 17:30:13 	 2:+23.133C
11/03/21 	 17:30:17 	 2:+23.134C
11/03/21 	 17:30:20 	 2:+23.127C
11/03/21 	 17:30:23 	 2:+23.130C
11/03/21 	 17:30:26 	 2:+23.127C
11/03/21 	 17:30:29 	 2:+23.135C
11/03/21 	 17:30:32 	 2:+23.121C
11/03/21 	 17:30:35 	 2:+23.134C
11/03/21 	 17:30:38 	 2:+23.153C
11/03/21 	 17:30:41 	 2:+23.137C
11/03/21 	 17:30:44 	 2:+23.129C
11/03/21 	 17:30:47 	 2:+23.132C
11/03/21 	 17:30:50 	 2:+23.117C
11/03/21 	 17:30:54 	 2:+23.124C
11/03/21 	 17:30:57 	 2:+23.115C
11/03/21 	 17:31:00 	 2:+23.118C
